Order,8- or 10-Digit HS Code,brief_description,Sector,Subsector,Stage,mfn_text,Unit of Quantity
1965,29242375,"2-Acetamidobenzoic acid salts, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
1966,29242400,Ethinamate (INN),Public Health,Pharmaceuticals & API,Input,Free,KG
1967,29242500,Alachlor (ISO),Public Health,Pharmaceuticals & API,Input,6.50%,KG
1968,29242901,"p-Acetanisidide; p-acetoacetatoluidide; 4'-amino-N-methylacetanilide; 2,5-dimethoxyacetanilide; and N-(7-hydroxy-1-naphthyl)acetamide",Public Health,Pharmaceuticals & API,Input,Free,KG
1969,29242903,"3,5-Dinitro-o-toluamide",Public Health,Pharmaceuticals & API,Input,Free,KG
1970,29242905,"Biligrafin acid; 3,5-diacetamido-2,4,6-triiodobenzoic acid; and metrizoic acid",Public Health,Pharmaceuticals & API,Input,5.30%,KG
1971,29242910,"Acetanilide; N-acetylsulfanilyl chloride; aspartame; and 2-methoxy-5-acetamino-N,N-bis(2-acetoxyethyl)aniline",Public Health,Pharmaceuticals & API,Input,6.50%,KG
1972,29242920,"2-Acetamido-3-chloroanthraquinone; o-acetoacetaidide; o-acetoacetotoluidide; 2,4-acetoacetoxylidide; and 1-amino-5-benzamidoanthraquinone",Public Health,Pharmaceuticals & API,Input,6.50%,KG
1973,29242923,"4-Aminoacetanilide; 2-2-oxamidobis[ethyl-3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate]; and other specified cyclic amide chemicals",Public Health,Pharmaceuticals & API,Input,Free,KG
1974,29242926,3-Aminomethoxybenzanilide,Public Health,Pharmaceuticals & API,Input,Free,KG
1975,29242928,"N-[[(4-Chlorophenyl)amino]carbonyl]difluorobenzamide; and 3,5-dichloro-N-(1,1-dimethyl-2-propynyl)benzamide (pronamide)",Public Health,Pharmaceuticals & API,Input,Free,KG
1976,29242931,"4-Acetamido-2-aminophenol; p-acetaminobenzaldehyde; acetoacetbenzylamide; p-acetoacetophenetidide; N-acetyl-2,6-xylidine; & other specified",Public Health,Pharmaceuticals & API,Input,5.80%,KG
1977,29242933,3-Hydroxy-2-naphthanilide; 3-hydroxy-2-naphtho-o-toluidide; 3-hydroxy-2-naphtho-o-anisidine; 3-hydroxy-2-naphtho-o-phenetidide; & other,Public Health,Pharmaceuticals & API,Input,Free,KG
1978,29242936,"Naphthol AS and derivatives, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
1979,29242943,3-Ethoxycarbonylaminophenyl-N-phenylcarbamate (desmedipham); and Isopropyl-N-(3-chlorophenyl)carbamate (CIPC),Public Health,Pharmaceuticals & API,Input,6.50%,KG
1980,29242952,Aromatic cyclic amides for use as fast color bases,Public Health,Pharmaceuticals & API,Input,6.50%,KG
1981,29242957,Diethylaminoacetoxylidide (Lidocaine),Public Health,Pharmaceuticals & API,Input,Free,KG
1982,29242962,Other aromatic cyclic amides and derivatives for use as drugs,Public Health,Pharmaceuticals & API,Input,6.50%,KG
1983,29242965,5-Bromoacetyl-2-salicylamide,Public Health,Pharmaceuticals & API,Input,6.50%,KG
1984,29242971,"Aromatic cyclic amides and their derivatives of products described in additional U.S. note 3 to section VI, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
1985,29242977,"Aromatic cyclic amides (incl cyclic carbamates) and their derivatives and salts thereof, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
1986,29242980,"2,2-Dimethylcyclopropylcarboxamide",Public Health,Pharmaceuticals & API,Input,Free,KG
1987,29242995,Other nonaromatic cyclic amides and their derivatives; salts thereof; nesoi,Public Health,Pharmaceuticals & API,Input,6.50%,KG
1988,29251200,Glutethimide (INN),Public Health,Pharmaceuticals & API,Input,Free,KG
1989,29251910,Ethylenebistetrabromophthalimide,Public Health,Pharmaceuticals & API,Input,6.50%,KG
1990,29251930,"Bis(o-tolyl)carbodiimide; and 2,2,6,6-tetraisopropyldiphenylcarbodiimide",Public Health,Pharmaceuticals & API,Input,Free,KG
1991,29251942,Other aromatic imides and their derivatives; salts thereof; nesoi,Public Health,Pharmaceuticals & API,Input,6.50%,KG
1992,29251970,"N-Chlorosuccinimide; and N,N-ethylenebis(5,6-dibromo-2,3-norbornanedicarbooximide",Public Health,Pharmaceuticals & API,Input,Free,KG
1993,29251991,Other non-aromatic imides and their derivatives,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1994,29252100,Chlordimeform (ISO),Public Health,Pharmaceuticals & API,Input,6.50%,KG
1995,29252910,"N'-(4-Chloro-o-tolyl)-N,N-dimethylformamidine; bunamidine hydrochloride; and pentamidine",Public Health,Pharmaceuticals & API,Input,6.50%,KG
1996,29252918,"N,N'-diphenylguanidine; 3-dimethylaminomethyleneiminophenol hydrochloride; 1,3-di-o-tolyguandidine; and one other specified chemical",Public Health,Pharmaceuticals & API,Input,Free,KG
1997,29252920,"Aromatic drugs of imines and their derivatives, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
1998,29252960,Aromatic imines and their derivatives; salts thereof (excluding drugs); nesoi,Public Health,Pharmaceuticals & API,Input,6.50%,KG
1999,29252970,Tetramethylguanidine,Public Health,Pharmaceuticals & API,Input,Free,KG
2000,29252990,Non-aromatic imines and their derivatives; salts thereof,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2001,29263010,Fenproporex (INN) and its salts,Public Health,Pharmaceuticals & API,Input,Free,KG
2002,29263020,"4-Cyano-2-dimethylamino-4,4-diphenylbutane",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2003,29264000,alpha-Phenylacetoacetonitrile,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2004,29269001,2-Cyano-4-nitroaniline,Public Health,Pharmaceuticals & API,Input,Free,KG
2005,29269005,2-Amino-4-chlorobenzonitrile (5-chloro-2-cyanoaniline); 2-amino-5-chlorobenzonitrile; 4-amino-2-chlorobenzonitrile; and others specified,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2006,29269008,Benzonitrile,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2007,29269011,"2,6-Diclorobenzonitrile",Public Health,Pharmaceuticals & API,Input,Free,KG
2008,29269012,Other dichlorobenzonitriles,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2009,29269014,p-Chlorobenzonitrile and verapamil hydrochloride,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2010,29269016,Specifically named derivative of dimethylcyclopropanecarboxylic acid,Public Health,Pharmaceuticals & API,Input,Free,KG
2011,29269017,o-Chlorobenzonitrile,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2012,29269019,"N,N-Bis(2-cyanoethyl)aniline; and 2,6-diflourobenzonitrile",Public Health,Pharmaceuticals & API,Input,Free,KG
2013,29269023,"3,5-Dibromo-4-hydroxybenzonitrile (Bromoxynil)",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2014,29269043,"Aromatic nitrile-function compounds, nesoi, described in additional U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2015,29269048,"Aromatic nitrile-function compounds other than those products in additional U.S. note 3 to section VI, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2016,29269050,"Nonaromatic nitrile-function compounds, nesoi",Public Health,Pharmaceuticals & API,Input,Free,KG
2017,29270040,"Diazo-, azo- or azoxy-compounds, nesoi, described in additional U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2018,29270050,"Other diazo-, azo- or azoxy-compounds, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2019,29280010,Methyl ethyl ketoxime,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2020,29280015,Phenylhydrazine,Public Health,Pharmaceuticals & API,Input,Free,KG
2021,29280025,Aromatic organic derivatives of hydrazine or of hydroxylamine,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2022,29280030,"Nonaromatic drugs of organic derivatives of hydrazine or of hydroxylamine, other than Methyl ethyl ketoxime",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2023,29280050,"Nonaromatic organic derivatives of hydrazine or of hydroxylamine, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2024,29299005,"2,2-Bis(4-cyanatophenyl)-1,1,1,3,3,3,-hexafluoropropane; 2,2-bis(4-cyanatophenyl)propane; 1,1-ethylidenebis(phenyl-4-cyanate); and 2 others",Public Health,Pharmaceuticals & API,Input,Free,KG
2025,29299015,Other aromatic compounds with other nitrogen function of products described in additional U.S. note 3 to section VI,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2026,29299020,"Aromatic compounds with other nitrogen function, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2027,29299050,"Nonaromatic compounds with other nitrogen functions, except isocyanates",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2028,29301001,"2-(N,N-Dimethylamino) ethanethiol",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2029,29302020,"Aromatic compounds of thiocarbamates and dithiocarbamates, excluding pesticides",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2030,29302090,Other non-aromatic thiocarbamates and dithiocarbamates,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2031,29303060,"Thiuram mono-, di- or tetrasulfides, other than tetramethylthiuram monosulfide",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2032,29306000,"2-(N,N-Diethylamino)ethanethiol",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2033,29307000,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),Public Health,Pharmaceuticals & API,Input,3.70%,KG
2034,29308000,"Aldicarb (ISO), captafol (ISO) and methamidophos (ISO)",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2035,29309024,N-Cyclohexylthiophthalimide,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2036,29309026,"3-(4-Aminobenzamido)phenyl-beta-hydroxyethylsulfone; 2-[(4-aminophenyl)sulfonyl]ethanol, hydrogen sulfate ester; diphenylthiourea; & others",Public Health,Pharmaceuticals & API,Input,Free,KG
2037,29309029,Other aromatic organo-sulfur compounds (excluding pesticides),Public Health,Pharmaceuticals & API,Input,6.50%,KG
2038,29309030,"Thiocyanates, thiurams and isothiocyanates",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2039,29309042,"O,O-Dimethyl-S-methylcarbamoylmethyl phosphorodithioate; and malathion",Public Health,Pharmaceuticals & API,Input,Free,KG
2040,29309046,dl(underscored)-Hydroxy analog of dl(underscored)-methionine,Public Health,Pharmaceuticals & API,Input,Free,KG
2041,29309049,"Nonaromatic organo-sulfur acids, nesoi",Public Health,Pharmaceuticals & API,Input,4.20%,KG
2042,29309071,Dibutylthiourea,Public Health,Pharmaceuticals & API,Input,Free,KG
2043,29309092,Other non-aromatic organo-sulfur compounds,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2044,29311000,Tetramethyl lead & tetraethyl lead,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2045,29312000,Tributyltin compounds,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2046,29314100,Dimethyl methylphosphonate,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2047,29314200,Dimethyl propylphosphonate,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2048,29314300,Diethyl ethylphosphonate,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2049,29314400,Methylphosphonic acid,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2050,29314500,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1:1),Public Health,Pharmaceuticals & API,Input,3.70%,KG
2051,29314600,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2052,29314700,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl) methyl methyl methylphosphonate",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2053,29314800,"3,9-Dimethyl-2,4,8,10-tetraoxa-3,9-diphosphaspiro {[5.5] undecane 3,9-dioxide",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2054,29314900,Other non-halogenated organo-phosphorous derivatives,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2055,29315100,Methylphosphonic dichloride,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2056,29315200,Propylphosphonic dichloride,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2057,29315300,O-(3-chloropropyl) O-[4-nitro-3-(trifluoromethyl)phenyl] methylphosphonothionate,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2058,29315400,Trichlorfon (ISO),Public Health,Pharmaceuticals & API,Input,3.70%,KG
2059,29315900,Other halogenated organo-phosphorous derivatives,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2060,29319005,Diphenyldichlorosilane; and phenyltrichlorosilane,Public Health,Pharmaceuticals & API,Input,Free,KG
2061,29319010,"4,4'-Diphenyl-bis-phosphonous acid, di(2',2,4',4-di-tert-butyl)phenyl ester",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2062,29319015,Sodium tetraphenylboron,Public Health,Pharmaceuticals & API,Input,5.80%,KG
2063,29319022,Drugs of aromatic organo-inorganic (except organo-sulfur) compounds,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2064,29319030,"Aromatic organo-inorganic compounds, nesoi, described in additional U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2065,29319060,Other aromatic organo-inorganic compounds (excluding products described in additional U.S. note 3 to section VI),Public Health,Pharmaceuticals & API,Input,6.50%,KG
2066,29319070,"N,N'-Bis(trimethylsilyl)urea;2-Phosphonobutane-1,2,4-tricarboxylic acid and its salts; and one other specified chemical",Public Health,Pharmaceuticals & API,Input,Free,KG
2067,29319090,Other non-aromatic organo-inorganic compounds,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2068,29321400,Sucralose,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2069,29321910,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, containing an unfused furan ring, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2070,29321951,Nonaromatic compounds containing an unfused furan ring (whether or not hydrogenated) in the ring,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2071,29322005,"Coumarin, methylcoumarins and ethylcoumarins",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2072,29322020,Aromatic drugs of lactones,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2073,29322025,4-Hydroxycoumarin,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2074,29322030,"Aromatic lactones, nesoi, described in additional U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2075,29322045,"Aromatic lactones, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2076,29322050,Nonaromatic lactones,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2077,29329500,Tetrahydrocannabinols (all isomers),Public Health,Pharmaceuticals & API,Input,Free,KG
2078,29329600,Carbofuran (ISO),Public Health,Pharmaceuticals & API,Input,6.50%,KG
2079,29329904,"2,2-Dimethyl-1,3-benzodioxol-4-yl methylcarbamate (Bendiocarb)",Public Health,Pharmaceuticals & API,Input,Free,KG
2080,29329908,"2-Ethoxy-2,3-dihydro-3,3-dimethyl-5-benzofuranylmethanesulfonate",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2081,29329932,Benzofuran (Coumarone); and Dibenzofuran (Diphenylene oxide),Public Health,Pharmaceuticals & API,Input,Free,KG
2082,29329935,2-Hydroxy-3-dibenzofurancarboxylic acid,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2083,29329939,Benzointetrahydropyranyl ester; and Xanthen-9-one,Public Health,Pharmaceuticals & API,Input,5.80%,KG
2084,29329955,Bis-O-[(4-methylphenyl)methylene]-D-glucitol (Dimethylbenzylidene sorbitol); and Rhodamine 2C base,Public Health,Pharmaceuticals & API,Input,Free,KG
2085,29329961,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only described in additional U.S. note 3 to section VI, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2086,29329970,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2087,29329990,"Nonaromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2088,29331100,Phenazone (Antipyrine) and its derivatives,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2089,29331904,Aminoethylphenylpyrazole (phenylmethylaminopyrazole); 3-methyl-1-(p-tolyl)-2-pyrazolin-5-one (p-tolylmethylpyrazolone),Public Health,Pharmaceuticals & API,Input,Free,KG
2090,29331908,3-(5-Amino-3-methyl-1H-pyrazol-1-yl)benzenesulfonic acid; amino-J-pyrazolone; and another 12 specified chemicals,Public Health,Pharmaceuticals & API,Input,5.80%,KG
2091,29331915,"1,2-Dimethyl-3,5-diphenyl-1H-pyrazolium methyl sulfate (difenzoquat methyl sulfate)",Public Health,Pharmaceuticals & API,Input,Free,KG
2092,29331918,2-Chloro-5-sulfophenylmethylpyrazolone; phenylcarbethyoxypyrazolone; and 3 other specified chemicals,Public Health,Pharmaceuticals & API,Input,Free,KG
2093,29331930,"Aromatic or modified aromatic photographic chemicals containing an unfused pyrazole ring (whether or n/hydrogenated) in the structure, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2094,29331935,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2095,29331937,Aromatic or mod. aromatic compound desc in add US note 3 to section VI contain an unfused pyrazole ring (w/wo hydrogenated) in the structure,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2096,29331943,Aromatic or modified aromatic compounds (excluding products in add US note 3 to sec VI) containing an unfused pyrazole ring in the structure,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2097,29331945,Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2098,29331970,3-Methyl-5-pyrazolone,Public Health,Pharmaceuticals & API,Input,Free,KG
2099,29331990,"Other compound (excluding aromatic, modified aromatic & drugs) containing unfused pyrazole ring (whether or n/hydrogenated) in the structure",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2100,29332100,Hydantoin and its derivatives,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2101,29332905,1-[1-((4-Chloro-2-(trifluoromethyl)phenyl)imino)-2-propoxyethyl]-1H-imidazole (triflumizole); and ethylene thiourea,Public Health,Pharmaceuticals & API,Input,Free,KG
2102,29332910,2-Phenylimidazole,Public Health,Pharmaceuticals & API,Input,5.80%,KG
2103,29332920,Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only cont. an unfused imidazole ring,Public Health,Pharmaceuticals & API,Input,6%,KG
2104,29332935,Aromatic or mod. aromatic goods in add US note 3 to sect VI containing an unfused imidazole ring (whether or n/hydrogenated) in structure,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2105,29332943,Aromatic or mod aromatic goods contng unfused imidazole ring (whether or n/hydrogenated) in the structure (exc prod in add US note 3 sec VI),Public Health,Pharmaceuticals & API,Input,6.50%,KG
2106,29332945,"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused imidazole ring, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2107,29332960,Imidazole,Public Health,Pharmaceuticals & API,Input,Free,KG
2108,29332990,"Other compounds (excluding drugs, aromatic and modified aromatic compounds) containing an unfused imidazole ring (whether or n/hydrogenated)",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2109,29333210,Piperidine,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2110,29333250,Piperidine salts,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2111,29333301,"Alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), difenoxin (INN), and other specified INNs; salts thereof",Public Health,Pharmaceuticals & API,Input,Free,KG
2112,29333400,"Other fentanyls and their derivatives, containing an unfused pyrazole ring",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2113,29333500,3-Quinuclidinol,Public Health,Pharmaceuticals & API,Input,5.80%,KG
2114,29333600,4-Anilino-N-phenethylpiperidine (ANPP),Public Health,Pharmaceuticals & API,Input,6.50%,KG
2115,29333700,N-Phenethyl-4-piperidone (NPP),Public Health,Pharmaceuticals & API,Input,6.50%,KG
2116,29333908,"1-(3-Sulfapropyl)pryidinium hydroxide; N,N-bis(2,2,6,6-tetramethyl-4-piperidinyl)-1,6-hexanediamine; and 5 other specified chemicals",Public Health,Pharmaceuticals & API,Input,Free,KG
2117,29333910,"Collidines, lutidines and picolines",Public Health,Pharmaceuticals & API,Input,Free,KG
2118,29333920,"p-Chloro-2-benzylpyridine & other specified heterocyclic compounds, w nitrogen hetero-atom(s) only cont. an unfused pyridine ring",Public Health,Pharmaceuticals & API,Input,5.80%,KG
2119,29333923,o-Paraquat dichloride,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2120,29333931,"Psychotherapeutic agents of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2121,29333941,"Drugs containing an unfused pyridine ring (whether or not hydrogenated) in the structure, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2122,29333961,"Heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyridine ring, described in add. US note 3 to sec. VI",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2123,29333992,"Heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyridine ring, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2124,29334100,Levorphenol (INN) and its salts,Public Health,Pharmaceuticals & API,Input,Free,KG
2125,29334908,"4,7-Dichloroquinoline",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2126,29334910,"Ethoxyquin (1,2-Dihydro-6-ethoxy-2,2,4-trimethylquinoline)",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2127,29334915,8-Methylquinoline and Isoquinoline,Public Health,Pharmaceuticals & API,Input,5.80%,KG
2128,29334917,"Ethyl ethyl-6,7,8-trifluoro-1,4-dihydro-4-oxo-3-quinoline carboxylate",Public Health,Pharmaceuticals & API,Input,Free,KG
2129,29334920,5-Chloro-7-iodo-8-quinolinol (Iodochlorhydroxyquin); Decoquinate; Diiodohydroxyquin; and Oxyquinoline sulfate,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2130,29334926,"Drugs containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) not further fused, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2131,29334960,"Products described in add. US note 3 to sec VI containing quinoline or isoquinoline ring-system (whether or n/hydrogenated), n/further fused",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2132,29334970,"Heterocyclic compounds with nitrogen hetero-atom(s) only, containing a quinoline ring-system, not further fused, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2133,29335400,Other derivatives of malonylurea (barbituric acid); salts thereof,Public Health,Pharmaceuticals & API,Input,3.70%,KG
2134,29335500,"Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN); salts thereof",Public Health,Pharmaceuticals & API,Input,Free,KG
2135,29335921,"Antihistamines, including those principally used as antinauseants",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2136,29335922,Nicarbazin and trimethoprim,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2137,29335936,"Anti-infective agents nesoi, of heterocyclic compounds with nitrogen hetero-atom(s) only, cont. pyrimidine, piperazine ring",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2138,29335946,"Psychotherapeutic agents of heterocyclic compounds with nitrogen hetero-atom(s) only, cont. pyrimidine or piperazine ring, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2139,29335953,Other aromatic or modified aromatic drugs containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2140,29335959,"Nonaromatic drugs of heterocyclic compounds nesoi, with nitrogen hetero-atom(s) only, cont. a pyrimidine or piperazine ring",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2141,29335970,"Aromatic heterocyclic compounds nesoi, with nitrogen hetero-atom(s) only, cont. pyrimidine or piperazine ring, in add. U.S. note 3, sec. VI",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2142,29335980,"Aromatic or modified aromatic heterocyclic compounds nesoi, with nitrogen hetero-atom(s) only, cont. pyrimidine or piperazine ring",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2143,29335985,"2-Amino-4-chloro-6-methoxypyrimidine; 2-amino-4,6-dimethoxypyrimidine; and 6-methyluracil",Public Health,Pharmaceuticals & API,Input,Free,KG
2144,29335995,Other (excluding aromatic or mod aromatic) compds containing pyrimidine ring (whether or n/hydrogenated) or piperazine ring in the structure,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2145,29336920,"2,4-Diamino-6-phenyl-1,3,5-triazine",Public Health,Pharmaceuticals & API,Input,Free,KG
2146,29336950,Hexamethylenetetramine,Public Health,Pharmaceuticals & API,Input,6.30%,KG
2147,29336960,Other compounds containing an unfused triazine ring (whether or not hydrogenated) in the structure,Public Health,Pharmaceuticals & API,Input,3.50%,KG
2148,29337200,Clobazam (INN) and methyprylon (INN),Public Health,Pharmaceuticals & API,Input,Free,KG
2149,29337904,"2,4-Dihydro-3,6-diphenylpyrrolo-(3,4-C)pyrrole-1,4-dione",Public Health,Pharmaceuticals & API,Input,Free,KG
2150,29337908,Aromatic or modified aromatic lactams with nitrogen hetero-atoms only described in additional U.S. note 3 to section VI,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2151,29337915,"Aromatic or modified aromatic lactams, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2152,29337920,N-Methyl-2-pyrrolidone; and 2-pyrrolidone,Public Health,Pharmaceuticals & API,Input,4.20%,KG
2153,29337930,"N-Vinyl-2-pyrrolidone, monomer",Public Health,Pharmaceuticals & API,Input,5.50%,KG
2154,29337940,12-Aminododecanoic acid lactam,Public Health,Pharmaceuticals & API,Input,Free,KG
2155,29337985,"Aromatic or modified aromatic lactams with nitrogen hetero-atoms only, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2156,29339100,"Alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, and other specified INNs; salts thereof",Public Health,Pharmaceuticals & API,Input,Free,KG
2157,29339200,Azinphos-methyl,Public Health,Pharmaceuticals & API,Input,Free,KG
2158,29339901,Butyl (R)-2-[4-(5-triflouromethyl-2-pyridinyloxy)phenoxy]propanoate,Public Health,Pharmaceuticals & API,Input,Free,KG
2159,29339902,"2-[4-[(6-Chloro-2-quinoxalinyl)oxy]phenoxy]propionic acid, ethyl ester; and 1 other specified aromatic chemical",Public Health,Pharmaceuticals & API,Input,Free,KG
2160,29339905,Acridine and indole,Public Health,Pharmaceuticals & API,Input,Free,KG
2161,29339906,"alpha-Butyl-alpha-(4-chlorophenyl)-1H-1,2,4-triazole-1-propanenitrile (Mycolbutanil); and one other specified aromatic chemical",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2162,29339908,"Acetoacetyl-5-aminobenzimidazolone; 1,3,3-Trimethyl-2-methyleneindoline; and two other specified aromatic chemicals",Public Health,Pharmaceuticals & API,Input,Free,KG
2163,29339911,Carbazole,Public Health,Pharmaceuticals & API,Input,Free,KG
